상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
다인부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 광명동 10-38,경기도 광명시 광복로 23,14205,37.4873759396,126.8621563427
다인아이엠,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 옥길동 44-3,경기도 광명시 금오로794번길 5,14297,37.4698231228,126.8400103303
다인헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 101-9,경기도 광명시 광명로 929,14201,37.4817632362,126.8551797357
다큐페이스,생활서비스,광고/인쇄,인쇄종합,기타 인쇄업,광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
다크린세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,,경기도 광명시 철산동 206-1,경기도 광명시 연서로 9,14216,37.4806830234,126.8634012363
다함씨엔에스,생활서비스,세탁/가사서비스,청소/소독,,광복현대아파트,경기도 광명시 철산동 55-1,경기도 광명시 사성로103번길 14,14224,37.4909849875,126.8664803189
다현,음식,중식,중국음식/중국집,중식 음식점업,,경기도 광명시 광명동 38-12,경기도 광명시 광삼로 3,14217,37.4780748258,126.8597883283
다현화원,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 소하동 630-13,경기도 광명시 기아로 167-9,14322,37.4397393838,126.895783163
다희인테리어,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 광명동 33-103,경기도 광명시 오리로920번길 3-3,14222,37.4779584071,126.8603764347
다흰왕만두,음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,,경기도 광명시 하안동 36-4,경기도 광명시 범안로 1050,14305,37.4620684987,126.8796783437
닥스어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,,경기도 광명시 철산동 181-3,경기도 광명시 연서일로9번길 18,14215,37.4813230621,126.863682696
닥스어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,,경기도 광명시 철산동 229,경기도 광명시 시청로 40,14234,37.4800173657,126.8643182418
닥스어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,철산7단지주공아파트,경기도 광명시 철산동 233,경기도 광명시 모세로 8,14233,37.4794885529,126.866704721
닥스어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,,경기도 광명시 철산동 233-3,경기도 광명시 모세로 12,14233,37.4805690139,126.8660696319
닥터K,소매,가방/신발/액세서리,신발소매,신발 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
닥터김치과,의료,병원,치과의원,치과 의원,제일프라자,경기도 광명시 소하동 1341-2,경기도 광명시 소하로 86,14316,37.4471876898,126.8832851169
닥터라인의원,의료,병원,일반병원,일반 병원,와세다빌딩,경기도 광명시 광명동 149-2,경기도 광명시 오리로 942,14221,37.4783795129,126.8584310834
닥터스탈모,의료,유사의료업,유사의료업기타,유사 의료업,광덕빌딩,경기도 광명시 철산동 495-12,경기도 광명시 오리로 853,14252,37.4744067502,126.8665443677
닥트공사,소매,철물/난방/건설자재소매,철물/건설자재소매,철물 및 난방용구 소매업,,경기도 광명시 소하동 320-6,경기도 광명시 오리로 424,14326,37.4399394177,126.8791835443
단발머리,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 철산동 491-3,경기도 광명시 도덕공원로 52,14252,37.4736302163,126.8650987615
단발머리미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 하안동 598-15,경기도 광명시 안재로14번길 21-1,14259,37.4606834772,126.873599672
단발머리헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,삼익빌라,경기도 광명시 철산동 493-3,경기도 광명시 도덕공원로52번길 7,14252,37.474153083,126.8653465094
단비놀이방,학문/교육,유아교육,놀이방,보육시설 운영업,철산13단지주공아파트,경기도 광명시 철산동 241,경기도 광명시 철산로 57,14232,37.4791235004,126.8705379974
단비한의원,의료,병원,한의원,한의원,골든프라자,경기도 광명시 소하동 1339,경기도 광명시 소하로 77,14316,37.4478551589,126.8840073146
단아미인,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,,경기도 광명시 철산동 490-2,경기도 광명시 도덕공원로 56,14252,37.4737378472,126.8646802851
단월드광명지원,관광/여가/오락,요가/단전/마사지,단전호흡,그외 기타 스포츠시설 운영업,일청빌딩,경기도 광명시 철산동 484-5,경기도 광명시 오리로 857,14250,37.4748207897,126.8661818557
단월드하안센터,관광/여가/오락,요가/단전/마사지,단전호흡,그외 기타 스포츠시설 운영업,골든힐쇼핑센타,경기도 광명시 하안동 53-1,경기도 광명시 범안로 1056,14306,37.4623483604,126.8802091311
단지부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
단칼영어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,신성프라자,경기도 광명시 소하동 1341,경기도 광명시 소하로 78,14316,37.4478273993,126.8832840986
달달하게취하고싶은밤,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 하안동 302,경기도 광명시 범안로 998,14303,37.4593513551,126.874845259
달려라밤참,음식,음식배달서비스,야식집,이동 음식업,,경기도 광명시 철산동 169-3,경기도 광명시 연서로2번길 11,14215,37.4814862766,126.8645642613
달리는커피광명점,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,,경기도 광명시 철산동 491-3,경기도 광명시 도덕공원로 52,14252,37.4736302163,126.8650987615
달리다굼,생활서비스,이/미용/건강,비만/피부관리,,,경기도 광명시 광명동 126-61,경기도 광명시 오리로942번길 24-1,14217,37.480209783,126.8594563888
달봉감자,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 철산동 416,경기도 광명시 오리로854번길 8,14240,37.4745164916,126.8679572873
달봉비어,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 광명동 46-9,경기도 광명시 광일로 9,14210,37.4844603159,126.8576844578
달봉비어,음식,유흥주점,호프/맥주,기타 주점업,,경기도 광명시 소하동 1341-3,경기도 광명시 소하로 88,14316,37.4468543543,126.8833195499
달봉이네두부,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 150-16,경기도 광명시 오리로964번길 4,14221,37.4791516656,126.8562363013
달봉인제주그릴,음식,한식,한식/백반/한정식,한식 음식점업,현대빌딩,경기도 광명시 하안동 53,경기도 광명시 하안로 298,14306,37.4621322384,126.8803225151
달빛갈매기,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 743-2,경기도 광명시 도덕로 22,14282,37.4677645511,126.8502900706
달빛노래연습장,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,,경기도 광명시 광명동 158-219,경기도 광명시 오리로 1004,14203,37.4803173298,126.851768223
달빛떡볶이,음식,분식,떡볶이전문,분식 및 김밥 전문점,,경기도 광명시 철산동 143-1,경기도 광명시 시청로 95,14214,37.4847674854,126.8659262984
달콤,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 소하동 1342-3,경기도 광명시 소하로92번길 12,14316,37.4468803049,126.882257234
달콤,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 소하동 1342-3,경기도 광명시 소하로92번길 12,14316,37.4468803049,126.882257234
달콤커피광명소하점,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소하람1,경기도 광명시 소하동 1342-3,경기도 광명시 소하로92번길 12,14316,37.4468803049,126.882257234
달팽이호프,음식,유흥주점,호프/맥주,기타 주점업,소하람2,경기도 광명시 소하동 1343-2,경기도 광명시 소하로92번길 11,14316,37.4464115659,126.8820432729
닭갈비춘천골곱창볶,음식,닭/오리요리,닭갈비전문,한식 음식점업,두성노빌리아오피스텔,경기도 광명시 광명동 158-799,경기도 광명시 오리로985번길 11,14286,37.4784002135,126.8533435528
닭고을삼계탕,음식,닭/오리요리,삼계탕전문,한식 음식점업,,경기도 광명시 소하동 1281,경기도 광명시 한내로13번길 6-9,14310,37.4555754373,126.882729261
닭치고,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 122-8,경기도 광명시 광명로928번길 35,14218,37.4805699744,126.8592861124
닭치고,음식,한식,한식/백반/한정식,한식 음식점업,청명빌딩,경기도 광명시 광명동 158-1493,경기도 광명시 오리로949번길 26,14266,37.476268542,126.8562871558
닭한마리칼국수,음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,,경기도 광명시 철산동 140-1,경기도 광명시 시청로 107,14214,37.4856771996,126.8656758919
담,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 철산동 579,경기도 광명시 오리로 873,14250,37.4754594986,126.8653215052
담소,음식,한식,한식/백반/한정식,한식 음식점업,고속철도광명역,경기도 광명시 일직동 276-8,경기도 광명시 광명역로 21,14347,37.417131717,126.8847675599
담소,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 소하동 873-1,경기도 광명시 오리로406번길 19,14326,37.4392387601,126.8812299332
담소갈비탕,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 346-31,경기도 광명시 광화로 5,14295,37.4725130259,126.8504612923
담양상회,소매,종합소매점,종합소매,그외 기타 종합 소매업,,경기도 광명시 광명동 158-30,경기도 광명시 광명로918번길 6,14220,37.4804843059,126.8555666519
담원두부마을,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 하안동 888-4,경기도 광명시 밤일로 26,14261,37.4523804406,126.8615099294
담죽,음식,분식,라면김밥분식,분식 및 김밥 전문점,정인코아빌딩,경기도 광명시 철산동 448,경기도 광명시 디지털로 29,14239,37.4740692002,126.8707956174
당구장빅볼클럽,관광/여가/오락,PC/오락/당구/볼링등,당구장,당구장 운영업,,경기도 광명시 소하동 1339-1,경기도 광명시 소하로 81,14316,37.4476028564,126.883985112
당구재료백화점,소매,운동/경기용품소매,운동/경기용품,운동 및 경기용품 소매업,,경기도 광명시 소하동 218,경기도 광명시 오리로 470,14323,37.4443559979,126.8807922328
당구치는날,관광/여가/오락,PC/오락/당구/볼링등,당구장,당구장 운영업,,경기도 광명시 광명동 158-378,경기도 광명시 오리로 947,14263,37.4781534055,126.8577305778
당구클럽,관광/여가/오락,PC/오락/당구/볼링등,당구장,당구장 운영업,진성빌딩,경기도 광명시 소하동 1268-2,경기도 광명시 기아로6번길 18,14327,37.4348494124,126.8798133657
당나귀야채과일도소매,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,,경기도 광명시 광명동 346,경기도 광명시 광명로831번길 8,14291,37.4737117123,126.8507414788
당진포장마차,음식,유흥주점,소주방/포장마차,기타 주점업,,경기도 광명시 광명동 158-621,경기도 광명시 광명로888번길 24,14266,37.4772955767,126.8562060121
당진포차,음식,유흥주점,소주방/포장마차,기타 주점업,,경기도 광명시 광명동 158-621,경기도 광명시 광명로888번길 24,14266,37.4772955767,126.8562060121
대가식당파절이삼겹살,음식,한식,한식/백반/한정식,한식 음식점업,대영아트빌,경기도 광명시 광명동 158-440,경기도 광명시 새터로 107,14266,37.476711746,126.8576768397
대가연,음식,한식,한식/백반/한정식,한식 음식점업,이케아광명점,경기도 광명시 일직동 500,경기도 광명시 일직로 17,14352,37.4240770913,126.8834009668
대가족발,음식,한식,족발/보쌈전문,한식 음식점업,,경기도 광명시 소하동 1338-2,경기도 광명시 소하로109번길 15,14316,37.4472163666,126.8849236938
대감복집,음식,일식/수산물,복전문,한식 음식점업,프라자빌딩,경기도 광명시 철산동 437,경기도 광명시 철산로30번길 9,14239,37.475519016,126.8700921495
대건약국,의료,약국/한약방,약국,의약품 및 의료용품 소매업,하안8단지고층주공아파트,경기도 광명시 하안동 260,경기도 광명시 하안로 237,14309,37.4572419497,126.8823988266
